date,price
2021-01-01,3.66482291
2021-01-02,3.49494033
2021-01-03,3.47294394
2021-01-04,3.5902431
2021-01-05,4.23741233
2021-01-06,4.62035724
2021-01-07,4.4766134
2021-01-08,5.79711037
2021-01-09,7.21853136
2021-01-10,6.58649594
2021-01-11,8.67246204
2021-01-12,8.44252975
2021-01-13,8.80746212
2021-01-14,9.42949882
2021-01-15,8.34951627
2021-01-16,8.76446968
2021-01-17,9.75745028
2021-01-18,8.84244658
2021-01-19,12.04647175
2021-01-20,12.24944225
2021-01-21,12.26944064
2021-01-22,11.38840651
2021-01-23,12.54941122
2021-01-24,13.15144961
2021-01-25,12.75748389
2021-01-26,12.53741277
2021-01-27,11.33741274
2021-01-28,11.39240603
2021-01-29,11.67237505
2021-01-30,11.70136958
2021-01-31,11.93830854
2021-02-01,13.54041861
2021-02-02,12.79847962
2021-02-03,12.80447804
2021-02-04,15.67124339
2021-02-05,15.60225177
2021-02-06,15.61624849
2021-02-07,16.70315708
2021-02-08,23.15266613
2021-02-09,23.29066091
2021-02-10,26.2574929
2021-02-11,29.80429388
2021-02-12,30.85724208
2021-02-13,27.23440797
2021-02-14,27.78339075
2021-02-15,27.32441894
2021-02-16,35.11802347
2021-02-17,42.57261992
2021-02-18,43.08062053
2021-02-19,40.09982429
2021-02-20,36.99698772
2021-02-21,35.15801753
2021-02-22,29.92729147
2021-02-23,24.0426252
2021-02-24,25.64148972
2021-02-25,25.65648747
2021-02-26,22.96767323
2021-02-27,24.39759688
2021-02-28,24.32650543
2021-03-01,27.35641561
2021-03-02,26.22548789
2021-03-03,26.80745931
2021-03-04,26.2214884
2021-03-05,25.93251955
2021-03-06,25.61949221
2021-03-07,25.80048308
2021-03-08,28.8723186
2021-03-09,28.12839012
2021-03-10,28.41935708
2021-03-11,28.80632626
2021-03-12,28.96330886
2021-03-13,31.18022105
2021-03-14,31.8291977
2021-03-15,31.68221591
2021-03-16,31.48324052
2021-03-17,31.2392723
2021-03-18,33.16821025
2021-03-19,36.93799445
2021-03-20,35.1340197
2021-03-21,35.86295155
2021-03-22,32.47426953
2021-03-23,31.98318993
2021-03-24,30.97523969
2021-03-25,29.66331021
2021-03-26,31.08022344
2021-03-27,32.03618332
2021-03-28,29.52032641
2021-03-29,28.95230977
2021-03-30,28.83631236
2021-03-31,29.70630421
2021-04-01,31.54223525
2021-04-02,28.9533089
2021-04-03,29.78929473
2021-04-04,29.89029269
2021-04-05,28.57534767
2021-04-06,27.4944115
2021-04-07,30.68027173
2021-04-08,32.32615075
2021-04-09,31.96519147
2021-04-10,33.51117902
2021-04-11,33.0791968
2021-04-12,33.69717011
2021-04-13,39.19984803
2021-04-14,39.57981793
2021-04-15,38.04089292
2021-04-16,36.89500045
2021-04-17,34.84204651
2021-04-18,29.8152932
2021-04-19,29.58729937
2021-04-20,27.93739046
2021-04-21,26.03251243
2021-04-22,25.19855329
2021-04-23,25.38052904
2021-04-24,22.09861828
2021-04-25,23.58963539
2021-04-26,28.91231326
2021-04-27,27.92139264
2021-04-28,27.6584237
2021-04-29,28.66033811
2021-04-30,30.72826574
2021-05-01,30.13929469
2021-05-02,31.02923362
2021-05-03,30.64527529
2021-05-04,28.91231326
2021-05-05,30.68727137
2021-05-06,31.2362727
2021-05-07,35.78296064
2021-05-08,37.69593046
2021-05-09,38.27090237
2021-05-10,34.05708842
2021-05-11,34.5860504
2021-05-12,28.89631544
2021-05-13,34.03709004
2021-05-14,34.53206286
2021-05-15,30.77626028
2021-05-16,29.60329719
2021-05-17,29.49930008
2021-05-18,36.35702732
2021-05-19,25.59849449
2021-05-20,35.91195225
2021-05-21,25.91744754
2021-05-22,19.5096838
2021-05-23,15.85421906
2021-05-24,17.51011356
2021-05-25,16.27919065
2021-05-26,16.56316012
2021-05-27,16.48917055
2021-05-28,17.0351417
2021-05-29,16.76513509
2021-05-30,15.93220863
2021-05-31,17.98408626
2021-06-01,17.08513539
2021-06-02,18.20905963
2021-06-03,17.73708702
2021-06-04,16.39818765
2021-06-05,15.95020639
2021-06-06,17.34109567
2021-06-07,15.25724766
2021-06-08,14.56827974
2021-06-09,14.86724855
2021-06-10,15.28424487
2021-06-11,14.93823865
2021-06-12,13.92538856
2021-06-13,14.13836244
2021-06-14,14.53828253
2021-06-15,14.30130979
2021-06-16,13.64841899
2021-06-17,13.44944402
2021-06-18,12.48642042
2021-06-19,12.86239061
2021-06-20,12.90938581
2021-06-21,10.59645307
2021-06-22,11.28741904
2021-06-23,12.16946709
2021-06-24,11.41541401
2021-06-25,9.72745329
2021-06-26,10.29548393
2021-06-27,11.33241361
2021-06-28,11.53338887
2021-06-29,11.38841
2021-06-30,11.22643212
2021-07-01,11.12643465
2021-07-02,11.31441576
2021-07-03,11.81241648
2021-07-04,12.44842443
2021-07-05,12.23745025
2021-07-06,12.47442141
2021-07-07,11.69736659
2021-07-08,11.41741308
2021-07-09,11.81541613
2021-07-10,11.61644116
2021-07-11,12.08747653
2021-07-12,11.19143548
2021-07-13,10.96246237
2021-07-14,10.97246146
2021-07-15,10.49945562
2021-07-16,10.19848595
2021-07-17,10.01650802
2021-07-18,9.96051435
2021-07-19,9.5645537
2021-07-20,9.4475563
2021-07-21,10.67843367
2021-07-22,10.56243628
2021-07-23,11.49038946
2021-07-24,11.33941298
2021-07-25,11.67037673
2021-07-26,13.43144626
2021-07-27,13.77341793
2021-07-28,14.29331087
2021-07-29,13.11247934
2021-07-30,13.3534519
2021-07-31,12.70939382
2021-08-01,12.30844242
2021-08-02,12.07047867
2021-08-03,12.13846967
2021-08-04,13.76541901
2021-08-05,14.45828275
2021-08-06,15.0552549
2021-08-07,14.45328302
2021-08-08,14.73325226
2021-08-09,15.15722178
2021-08-10,14.14036142
2021-08-11,14.54128217
2021-08-12,15.42119186
2021-08-13,17.36409342
2021-08-14,16.59315691
2021-08-15,16.59115703
2021-08-16,15.83421101
2021-08-17,16.20818073
2021-08-18,25.30552639
2021-08-19,26.57645919
2021-08-20,26.35948534
2021-08-21,24.92455673
2021-08-22,28.19734926
2021-08-23,33.00918053
2021-08-24,43.89257551
2021-08-25,46.94834677
2021-08-26,43.86457832
2021-08-27,44.99755139
2021-08-28,43.0475769
2021-08-29,41.24065452
2021-08-30,41.62062425
2021-08-31,44.3145871
2021-09-01,56.0933257
2021-09-02,56.25930318
2021-09-03,58.30904493
2021-09-04,51.29809073
2021-09-05,43.98656909
2021-09-06,46.09039007
2021-09-07,39.08784875
2021-09-08,44.39956838
2021-09-09,41.2616519
2021-09-10,43.14257368
2021-09-11,40.46469547
2021-09-12,43.22955953
2021-09-13,55.17136557
2021-09-14,58.7010241
2021-09-15,61.33975702
2021-09-16,67.69851271
2021-09-17,67.04854603
2021-09-18,71.94330797
2021-09-19,67.39153834
2021-09-20,56.04733134
2021-09-21,61.85573824
2021-09-22,66.67457648
2021-09-23,80.35813086
2021-09-24,69.41130085
2021-09-25,71.22337133
2021-09-26,67.61651259
2021-09-27,63.34252224
2021-09-28,58.37703676
2021-09-29,72.15527864
2021-09-30,74.2700188
2021-10-01,72.2012726
2021-10-02,69.35130718
2021-10-03,67.01054829
2021-10-04,61.76375117
2021-10-05,61.40477981
2021-10-06,57.8751001
2021-10-07,54.9784013
2021-10-08,55.36437056
2021-10-09,55.78134059
2021-10-10,54.73542852
2021-10-11,59.15099846
2021-10-12,54.58244889
2021-10-13,54.96840198
2021-10-14,57.59913093
2021-10-15,57.77911006
2021-10-16,58.89301648
2021-10-17,57.21215773
2021-10-18,59.33297759
2021-10-19,59.06800637
2021-10-20,58.81303516
2021-10-21,64.25949107
2021-10-22,64.60646269
2021-10-23,64.49946558
2021-10-24,63.75049245
2021-10-25,63.2294961
2021-10-26,65.95042179
2021-10-27,63.82548303
2021-10-28,65.53645146
2021-10-29,63.04251724
2021-10-30,64.77847231
2021-10-31,64.87147148
2021-11-01,63.88947674
2021-11-02,74.59400084
2021-11-03,73.84001839
2021-11-04,73.57504717
2021-11-05,75.11598185
2021-11-06,80.28813793
2021-11-07,84.07783652
2021-11-08,82.65887337
2021-11-09,88.28962
2021-11-10,97.52140072
2021-11-11,94.55554593
2021-11-12,93.68557599
2021-11-13,90.44971417
2021-11-14,95.94550657
2021-11-15,96.05650395
2021-11-16,93.59958691
2021-11-17,106.1902780629
2021-11-18,112.8890285542
2021-11-19,107.5802278093
2021-11-20,130.9366797957
2021-11-21,128.7769481705
2021-11-22,129.7689077123
2021-11-23,115.9664169046
2021-11-24,114.0704576587
2021-11-25,112.249435991
2021-11-26,111.7464593088
2021-11-27,119.5561632991
2021-11-28,119.5821622994
2021-11-29,109.7265406189
2021-11-30,121.2182604376
2021-12-01,111.2184829046
2021-12-02,119.4521661986
2021-12-03,109.7155409189
2021-12-04,99.8811594863
2021-12-05,108.6205828767
2021-12-06,90.5727111742
2021-12-07,86.6809353701
2021-12-08,86.8129328704
2021-12-09,85.7709724279
2021-12-10,84.7290119854
2021-12-11,87.7249944105
2021-12-12,91.9747037206
2021-12-13,81.8090758768
2021-12-14,85.5149775273
2021-12-15,106.5992694666
2021-12-16,109.9945352197
2021-12-17,103.3421196885
2021-12-18,111.1574838045
2021-12-19,112.6684274918
2021-12-20,119.2211709979
2021-12-21,123.7378792077
2021-12-22,122.7449181651
2021-12-23,119.4371664986
2021-12-24,114.9764571481
2021-12-25,115.0319296716
2021-12-26,115.2148256447
2021-12-27,113.5986207967
2021-12-28,107.2156129861
2021-12-29,102.9981251863
2021-12-30,101.9282739483
2021-12-31,109.2704871972
2022-01-01,114.1580099162
2022-01-02,113.1863358485
2022-01-03,108.1452117596
2022-01-04,103.2392406773
2022-01-05,97.8525790862
2022-01-06,95.1985372586
2022-01-07,86.7677128585
2022-01-08,84.0568423188
2022-01-09,89.2065552548
2022-01-10,84.5326149205
2022-01-11,89.4835483559
2022-01-12,90.5044004941
2022-01-13,86.0082661179
2022-01-14,87.2061166576
2022-01-15,86.7807126585
2022-01-16,87.4091120585
2022-01-17,83.5550700169
2022-01-18,77.8063626123
2022-01-19,72.8926493055
2022-01-20,72.0034120049
2022-01-21,59.3189784877
2022-01-22,60.9441824361
2022-01-23,64.8088798481
2022-01-24,62.6931468227
2022-01-25,63.5233858227
2022-01-26,69.6630974346
2022-01-27,64.0871568246
